#PictureHD,PictureThumbNail,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll,FligthSpeed,Battery
http://data.flightstream.io/eu/0003/IMG_1208.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1208.JPG,6.533826,46.655106,775.901978,,,,10,79%
http://data.flightstream.io/eu/0003/IMG_1209.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1209.JPG,6.533019,46.655198,778.991031,,,,10,79%
http://data.flightstream.io/eu/0003/IMG_1210.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1210.JPG,6.532608,46.654834,778.677003,,,,10,79%
http://data.flightstream.io/eu/0003/IMG_1211.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1211.JPG,6.53344,46.654816,783.270992,,,,9,78%
http://data.flightstream.io/eu/0003/IMG_1212.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1212.JPG,6.534311,46.654755,780.411985,,,,10,78%
http://data.flightstream.io/eu/0003/IMG_1213.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1213.JPG,6.535177,46.654691,780.788018,,,,10,78%
http://data.flightstream.io/eu/0003/IMG_1214.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1214.JPG,6.535996,46.654627,774.916016,,,,10,78%
http://data.flightstream.io/eu/0003/IMG_1215.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1215.JPG,6.536793,46.654593,777.119018,,,,10,77%
http://data.flightstream.io/eu/0003/IMG_1216.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1216.JPG,6.537655,46.654565,776.072022,,,,10,75%
http://data.flightstream.io/eu/0003/IMG_1217.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1217.JPG,6.538486,46.654546,778.935,,,,10,75%
http://data.flightstream.io/eu/0003/IMG_1218.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1218.JPG,6.539292,46.654483,775.406005,,,,9,74%
http://data.flightstream.io/eu/0003/IMG_1219.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1219.JPG,6.540131,46.654418,778.518006,,,,10,74%
http://data.flightstream.io/eu/0003/IMG_1220.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1220.JPG,6.540966,46.654412,777.745968,,,,10,73%
http://data.flightstream.io/eu/0003/IMG_1221.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1221.JPG,6.541771,46.654354,777.770021,,,,10,73%
http://data.flightstream.io/eu/0003/IMG_1222.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1222.JPG,6.542619,46.654298,777.737003,,,,10,73%
http://data.flightstream.io/eu/0003/IMG_1223.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1223.JPG,6.543464,46.654253,779.148984,,,,10,72%
http://data.flightstream.io/eu/0003/IMG_1224.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1224.JPG,6.543687,46.653804,778.960022,,,,9,72%
http://data.flightstream.io/eu/0003/IMG_1225.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1225.JPG,6.542874,46.653896,782.705993,,,,10,71%
http://data.flightstream.io/eu/0003/IMG_1226.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1226.JPG,6.542008,46.65394,780.546997,,,,10,70%
http://data.flightstream.io/eu/0003/IMG_1227.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1227.JPG,6.541161,46.65399,780.049988,,,,10,70%
http://data.flightstream.io/eu/0003/IMG_1228.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1228.JPG,6.540287,46.654044,779.691004,,,,10,70%
http://data.flightstream.io/eu/0003/IMG_1229.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1229.JPG,6.539441,46.654103,779.729008,,,,10,70%
http://data.flightstream.io/eu/0003/IMG_1230.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1230.JPG,6.538568,46.654152,779.523985,,,,10,69%
http://data.flightstream.io/eu/0003/IMG_1231.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1231.JPG,6.537734,46.654203,778.987,,,,9,69%
http://data.flightstream.io/eu/0003/IMG_1232.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1232.JPG,6.536918,46.654269,779.849976,,,,10,69%
http://data.flightstream.io/eu/0003/IMG_1233.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1233.JPG,6.536064,46.654306,778.630979,,,,10,68%
http://data.flightstream.io/eu/0003/IMG_1234.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1234.JPG,6.53519,46.654397,785.716,,,,10,68%
http://data.flightstream.io/eu/0003/IMG_1235.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1235.JPG,6.534167,46.654408,784.697997,,,,10,68%
http://data.flightstream.io/eu/0003/IMG_1236.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1236.JPG,6.533256,46.654511,781.11499,,,,10,68%
http://data.flightstream.io/eu/0003/IMG_1237.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1237.JPG,6.532959,46.654158,781.479005,,,,9,67%
http://data.flightstream.io/eu/0003/IMG_1238.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1238.JPG,6.533754,46.654085,781.721003,,,,10,67%
http://data.flightstream.io/eu/0003/IMG_1239.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1239.JPG,6.534604,46.654064,781.421021,,,,10,67%
http://data.flightstream.io/eu/0003/IMG_1240.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1240.JPG,6.535374,46.654,775.583984,,,,10,66%
http://data.flightstream.io/eu/0003/IMG_1241.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1241.JPG,6.536207,46.653943,778.51001,,,,10,66%
http://data.flightstream.io/eu/0003/IMG_1242.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1242.JPG,6.537024,46.653866,776.89697,,,,10,66%
http://data.flightstream.io/eu/0003/IMG_1243.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1243.JPG,6.537847,46.653811,778.791992,,,,10,66%
http://data.flightstream.io/eu/0003/IMG_1244.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1244.JPG,6.538672,46.653748,776.853659,,,,9,65%
http://data.flightstream.io/eu/0003/IMG_1245.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1245.JPG,6.539464,46.653682,778.4125,,,,10,65%
http://data.flightstream.io/eu/0003/IMG_1246.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1246.JPG,6.540262,46.653604,778.211982,,,,10,65%
http://data.flightstream.io/eu/0003/IMG_1247.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1247.JPG,6.541085,46.653546,778.62201,,,,10,64%
http://data.flightstream.io/eu/0003/IMG_1248.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1248.JPG,6.541893,46.653487,777.431034,,,,10,64%
http://data.flightstream.io/eu/0003/IMG_1249.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1249.JPG,6.542731,46.653398,778.125,,,,10,64%
http://data.flightstream.io/eu/0003/IMG_1250.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1250.JPG,6.54255,46.652989,778.198,,,,9,63%
http://data.flightstream.io/eu/0003/IMG_1251.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1251.JPG,6.541758,46.653138,782.403017,,,,10,63%
http://data.flightstream.io/eu/0003/IMG_1252.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1252.JPG,6.540875,46.653183,780.690979,,,,10,62%
http://data.flightstream.io/eu/0003/IMG_1253.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1253.JPG,6.540044,46.653279,781.348993,,,,10,62%
http://data.flightstream.io/eu/0003/IMG_1254.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1254.JPG,6.539227,46.653371,779.966006,,,,10,62%
http://data.flightstream.io/eu/0003/IMG_1255.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1255.JPG,6.538362,46.653475,779.421995,,,,9,62%
http://data.flightstream.io/eu/0003/IMG_1256.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1256.JPG,6.537496,46.653548,780.721992,,,,10,61%
http://data.flightstream.io/eu/0003/IMG_1257.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1257.JPG,6.536659,46.653635,782.258974,,,,10,61%
http://data.flightstream.io/eu/0003/IMG_1258.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1258.JPG,6.535815,46.653726,780.344978,,,,10,61%
http://data.flightstream.io/eu/0003/IMG_1259.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1259.JPG,6.534981,46.653808,778.984985,,,,10,60%
http://data.flightstream.io/eu/0003/IMG_1260.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1260.JPG,6.534957,46.653463,778.211982,,,,10,60%
http://data.flightstream.io/eu/0003/IMG_1261.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1261.JPG,6.535751,46.653394,780.161017,,,,9,60%
http://data.flightstream.io/eu/0003/IMG_1262.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1262.JPG,6.536572,46.653313,777.825012,,,,10,59%
http://data.flightstream.io/eu/0003/IMG_1263.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1263.JPG,6.537374,46.653214,778.125984,,,,10,59%
http://data.flightstream.io/eu/0003/IMG_1264.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1264.JPG,6.538166,46.653129,779.481013,,,,9,59%
http://data.flightstream.io/eu/0003/IMG_1265.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1265.JPG,6.539029,46.653021,779.888,,,,10,59%
http://data.flightstream.io/eu/0003/IMG_1266.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1266.JPG,6.539818,46.65293,779.536765,,,,10,58%
http://data.flightstream.io/eu/0003/IMG_1267.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1267.JPG,6.540699,46.652847,781.038997,,,,10,58%
http://data.flightstream.io/eu/0003/IMG_1268.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1268.JPG,6.541528,46.652734,775.694444,,,,10,58%
http://data.flightstream.io/eu/0003/IMG_1269.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1269.JPG,6.54171,46.652242,777.873469,,,,10,57%
http://data.flightstream.io/eu/0003/IMG_1270.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1270.JPG,6.540892,46.652313,783.767025,,,,9,57%
http://data.flightstream.io/eu/0003/IMG_1271.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1271.JPG,6.540046,46.652317,783.343023,,,,10,56%
http://data.flightstream.io/eu/0003/IMG_1272.JPG,http://data.flightstream.io/eu/0003/tn/IMG_1272.JPG,6.53918,46.652379,778.924988,,,,10,56%
