#PictureHD,PictureThumbNail,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll,FligthSpeed,Battery
http://data.flightstream.io/sg/0004/DSC01123.JPG,http://data.flightstream.io/sg/0004/tn/DSC01123.JPG,1.341665,103.73049,86.47,-4.6,-2.21,-136.13,9,75%
http://data.flightstream.io/sg/0004/DSC01124.JPG,http://data.flightstream.io/sg/0004/tn/DSC01124.JPG,1.341701,103.730521,87.32,2.5,5.16,-137.14,10,74%
http://data.flightstream.io/sg/0004/DSC01125.JPG,http://data.flightstream.io/sg/0004/tn/DSC01125.JPG,1.341833,103.730617,87.36,2,3.69,-137.66,10,74%
http://data.flightstream.io/sg/0004/DSC01126.JPG,http://data.flightstream.io/sg/0004/tn/DSC01126.JPG,1.341951,103.730698,87.38,0.09,3.54,-136.83,10,74%
http://data.flightstream.io/sg/0004/DSC01127.JPG,http://data.flightstream.io/sg/0004/tn/DSC01127.JPG,1.34207,103.730787,87.32,0.12,4.05,-136.96,10,73%
http://data.flightstream.io/sg/0004/DSC01128.JPG,http://data.flightstream.io/sg/0004/tn/DSC01128.JPG,1.342191,103.73088,87.57,0.22,3.91,-137.41,10,73%
http://data.flightstream.io/sg/0004/DSC01129.JPG,http://data.flightstream.io/sg/0004/tn/DSC01129.JPG,1.342312,103.730966,87.94,-0.4,4.49,-137.95,9,73%
http://data.flightstream.io/sg/0004/DSC01130.JPG,http://data.flightstream.io/sg/0004/tn/DSC01130.JPG,1.342439,103.731062,87.92,-0.2,4.07,-136.81,10,72%
http://data.flightstream.io/sg/0004/DSC01131.JPG,http://data.flightstream.io/sg/0004/tn/DSC01131.JPG,1.342554,103.731149,88.25,-0.08,3.94,-136.34,10,72%
http://data.flightstream.io/sg/0004/DSC01132.JPG,http://data.flightstream.io/sg/0004/tn/DSC01132.JPG,1.342673,103.731245,88.43,-0.11,3.84,-137.1,10,72%
http://data.flightstream.io/sg/0004/DSC01133.JPG,http://data.flightstream.io/sg/0004/tn/DSC01133.JPG,1.342791,103.731337,89.03,0.17,4.24,-137.63,10,72%
http://data.flightstream.io/sg/0004/DSC01134.JPG,http://data.flightstream.io/sg/0004/tn/DSC01134.JPG,1.342908,103.731432,89.19,0.4,3.78,-140.34,10,71%
http://data.flightstream.io/sg/0004/DSC01135.JPG,http://data.flightstream.io/sg/0004/tn/DSC01135.JPG,1.343024,103.731524,89.95,1.17,0.4,-136.21,10,71%
http://data.flightstream.io/sg/0004/DSC01136.JPG,http://data.flightstream.io/sg/0004/tn/DSC01136.JPG,1.342727,103.73181,28.85,0.67,3.59,36.57,9,71%
http://data.flightstream.io/sg/0004/DSC01137.JPG,http://data.flightstream.io/sg/0004/tn/DSC01137.JPG,1.342729,103.731815,28.69,1.05,4.49,36.87,10,70%
http://data.flightstream.io/sg/0004/DSC01138.JPG,http://data.flightstream.io/sg/0004/tn/DSC01138.JPG,1.342717,103.731812,29.11,0.11,3.98,36.08,10,70%
